_id,ov,classeDeRisco,cliente,compromissoTotal,condicaoDePagamento,contaCredito,dataCriacao,emissorCliente,grauDeUtilizacao,limiteDeCredito,moeda,motivo,pedidosPendentes,razaoEspecial,saldo,saldoDuplicatas,totalDeCredito,totalDeCreditoComImposto,valorVendas
5feb6747c5f47351ce448705,6588552,4,ENGEPACK EMBALAGENS SAO PAULO,1976839,V013,39530,23.10.2020,39530,86.32,2290000,BRL,Verif.estática,657192.5,0,0,1319646.5,40950,40950,657192.5
5feb9460c5f47351ce726f0b,6626933,4,SEARA ALIMENTOS LTDA,40208378.22,V453,21277,15.12.2020,83728,109.74,36640000,BRL,Verif.estática,19293687.75,0,0,20914690.47,154602,173455.92,19293687.75
5feb94e7c5f47351ce72fa5e,6626939,4,SEARA ALIMENTOS LTDA,40208378.22,V453,21277,15.12.2020,83728,109.74,36640000,BRL,Verif.estática,19293687.75,0,0,20914690.47,165153.6,185294.32,19293687.75
5fec6b64c5f47351ce453a93,6630511,4,AW FABER CASTELL S/A,1267619.19,V017,5955,18.12.2020,5955,101.41,1250000,BRL,Verif.estática,358608.92,0,0,909010.27,3025.52,4243.11,358608.92
5feca160c5f47351ce833a57,6586627,RAJ,"ARO EXPORTACAO, IMPORTACAO, IND COM",49704.2,V001,6261,21.10.2020,6261,0,0,BRL,Data cliente,87042.69,91966.81,0,44780.08,45623.5,63984.17,87042.69
5fecc706c5f47351ceab9ff2,6561279,4,SHAMARA ALIMENTOS LTDA - EPP,0,V007,50198,22.09.2020,50198,0,140000,BRL,Verif.estática,0,0,0,0,25733.6,25733.6,0
5fecdc58c5f47351cec37f4d,6561096,CB-,D & A DECORACAO E AMBIENTACAO,161869.79,V010,65827,22.09.2020,65827,64.75,250000,BRL,Verif.estática,90975.3,0,0,70894.49,41309.26,736.7,90975.3
5fed086bc5f47351ceeea7b7,6524994,CB-,PAMPLONA ALIMENTOS S.A,2668249.95,V017,9479,11.08.2020,9478,106.73,2500000,BRL,Verif.estática,1620444.2,0,0,1047805.75,166080,120320,1620444.2
5fed1412c5f47351cefb3d12,6580392,4,TROPICAL NORDESTE FRUIT,91216.61,V008,63039,15.10.2020,63039,60.81,150000,BRL,Verif.estática,63063,511.39,0,28665,25225.2,28665,63063
5ff05f5dc5f47351ce577f33,6615876,4,VENTISOL DA AMAZONIA IND. DE,1438809.73,V010,9761,03.12.2020,65588,47.96,3000000,BRL,Data cliente,878844.47,0,0,559965.26,104519.25,104519.25,878844.47
5ff0845dc5f47351ce7b34d3,6557685,4,UNIFI DO BRASIL LTDA,131478.19,V010,3960,17.09.2020,3960,16.43,800000,BRL,Verif.estática,0,0,0,131478.19,27246,31332.9,0
5ff300acc5f47351cec30593,6589725,CA+,TEBRAS TENSOATIVOS DO BRASIL LTDA,28086.45,V009,76312,27.10.2020,76312,26.75,105000,BRL,Verif.estática,0,0,0,28086.45,28609.8,40123.5,0
5ff30c83c5f47351cecd7781,6563907,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,8800,8800,1320
5ff31237c5f47351ced31b1b,1336073,14,SAINT GOBAIN ARGENTINA S.A.,4448849.44,V027,71734,30.12.2020,71734,42.8,10393400,USD,Part.mais ant.,1030284.47,0,0,3418564.97,2318.85,2872.28,1030284.47
5ff318fec5f47351cedae229,6641517,SA+,ARTEBOX EMABALAGENS LTDA,99676.16,V007,64232,03.01.2021,64232,39.87,250000,BRL,Part.mais ant.,97433.52,0,0,2242.64,9316.43,11929.58,97433.52
5ff31bb1c5f47351ceddd446,56586160,F4,TROMBINI EMBALAGENS S/A,3546449.83,V027,52147,11.12.2020,52147,29.55,12000000,BRL,Data cliente,0,0,0,3546449.83,135615.73,161814.22,0
5ff321a9c5f47351cee65edc,1336359,4,KIMBERLY CLARK BR IND. COM. PROD. H,36135447.96,V022,165,04.01.2021,58534,20.08,180000000,BRL,Part.mais ant.,19919380.03,0,0,16216067.93,3059629.92,3289924.64,19919380.03
5ff32235c5f47351cee75e8c,1336389,4,KIMBERLY CLARK BRASIL IND E COM,36135447.96,V022,165,04.01.2021,166,20.08,180000000,BRL,Part.mais ant.,19919380.03,0,0,16216067.93,7487525.26,8508551.43,19919380.03
5ff32c4dc5f47351cef2f2b6,6620966,RA,PRODUTOS ERLAN S/A,50957.99,V001,4303,09.12.2020,4303,0,0,BRL,Verif.estática,0,183904,0,132946.01,87915.8,87915.8,0
5ff32d83c5f47351cef3e599,6620958,RA,PRODUTOS ERLAN S/A,50957.99,V001,4303,09.12.2020,4303,0,0,BRL,Verif.estática,0,183904,0,132946.01,90504.3,90504.3,0
5ff344dac5f47351ce0bbec4,6594049,false,CMPC CELULOSE RIOGRANDENSE LTDA,NaN,V008,4664,04.11.2020,51673,NaN,NaN,BRL,Part.mais ant.,13438.55,0,0,29600847.14,57984,50949.6,NaN
5ff34848c5f47351ce0e9c6d,6641906,CA-,SAMSUNG ELETRONICA DA AMAZONIA LTDA,4796138.65,V010,12234,04.01.2021,12234,32.41,14800000,BRL,Part.mais ant.,2137342.53,0,0,2658796.12,2762.41,2762.41,2137342.53
5ff35530c5f47351ce1ad88d,56576467,FB-,"WESTROCK, CELULOSE, PAPEL E EMB. LT",20507235.09,V009,1246,29.09.2020,29073,50.64,40500000,BRL,Part.mais ant.,3099883.27,0,0,17407351.82,167306.6,199627.2,3099883.27
5ff358c9c5f47351ce1f6514,6563909,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,8800,8800,1320
5ff3591dc5f47351ce1fa6a9,6563910,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,26400,26400,1320
5ff35956c5f47351ce1fda12,6563912,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,8800,8800,1320
5ff35be9c5f47351ce2206b4,6563914,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,8800,8800,1320
5ff35c0dc5f47351ce222fc5,6563916,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,25.09.2020,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,8800,8800,1320
5ff35c73c5f47351ce228615,6641559,RAJ,MELLORE ALIMENTOS LTDA,24784.28,V001,26844,04.01.2021,62655,999.99,0,BRL,Verif.estática,1320,125969.11,0,149433.39,19800,19800,1320
5ff35cbcc5f47351ce22b520,6641688,RAJ,MELLORE ALIMENTOS LTDA,53824.28,V001,26844,04.01.2021,62655,999.99,0,BRL,Verif.estática,30360,125969.11,0,149433.39,17600,17600,30360
5ff36379c5f47351ce2906e3,6641989,2,WHIRLPOOL ELETRODOMESTICOS AM SA,1284568.78,V021,57922,04.01.2021,57922,85.64,1500000,BRL,Part.mais ant.,234805.89,0,0,1049762.89,5903.03,5903.03,234805.89
5ff365c2c5f47351ce2aeb99,6641892,4,GREE ELECTRIC APPLIA DO BRASIL LTDA,1518007.87,V291,66524,04.01.2021,66524,75.9,2000000,BRL,Part.mais ant.,1234211.09,0,0,283796.78,5401.18,5401.18,1234211.09
5ff36ac4c5f47351ce2ebfe9,6641917,4,GREE ELECTRIC APPLIA DO BRASIL LTDA,1546147.87,V291,66524,04.01.2021,66524,77.31,2000000,BRL,Part.mais ant.,1262351.09,0,0,283796.78,21307.19,21307.19,1262351.09
5ff39300c5f47351ce546738,1304404,2,ELFUSA GERAL DE ELETROFUSAO LTDA,417555.91,V009,26187,11.12.2020,26187,83.51,500000,BRL,Part.mais ant.,249938.59,0,0,167617.32,9066.82,11848.68,249938.59
5ff3935fc5f47351ce54af15,1304407,CB+,DVG INDUSTRIAL,1201422.2,V015,16022,11.12.2020,16022,100.12,1200000,BRL,Part.mais ant.,754111.24,132314.34,0,579625.3,5234.21,6840.17,754111.24
5ff39374c5f47351ce54ca9b,6470720,4,YPIOCA INDUSTRIAL DE BEBIDAS S.A,3075828.32,V547,18108,11.12.2020,58866,51.26,6000000,BRL,Verif.estática,1128322.46,0,0,1947505.86,39600,51750,1128322.46
5ff3a0aac5f47351ce632034,6642004,3,SETA EMBALAGENS LTDA,2792307.67,V501,45116,04.01.2021,47500,330.28,845437,BRL,Verif.estática,839152.44,0,0,1953155.23,2950.47,3331.18,839152.44
5ff3c940c5f47351ce88a5b7,6605181,4,GRUPO TOTAL BRASIL INDUSTRIA,1964490.07,V117,61064,20.11.2020,61064,78.58,2500000,BRL,Verif.estática,684657.26,0,0,1279832.81,4870.8,6831,684657.26
5ff439bbc5f47351ce08420c,6641250,4,FIORI CERAMICA LTDA,124063.94,V009,56829,02.01.2021,56829,67.06,185000,BRL,Reserva,0,0,0,124063.94,32839.86,42915.72,0
5ff44cb7c5f47351ce1d174f,6639028,4,CARGILL AGRICOLA S/A,12309843.37,V020,6058,29.12.2020,38760,66.54,18500000,BRL,Reserva,3496984.04,0,0,8812859.33,77729.34,83579.94,3496984.04
5ff4576ec5f47351ce27f681,1335892,4,KNAUF DO BRASIL LTDA,578.68,V017,19436,29.12.2020,19436,1.45,40000,BRL,Verif.estática,578.68,0,0,0,24986.46,32652.76,578.68
5ff45c2bc5f47351ce2db042,6635165,CB-,CHOCOLATES GAROTO LTDA,54702436.81,V207,6031,23.12.2020,68336,55.25,99000000,BRL,Part.mais ant.,20474129.67,0,0,34228307.14,90728.4,127241.05,20474129.67
5ff46812c5f47351ce3cb7a8,6613724,false,AVIMOR AGROAVICOLA MORESCO LTDA,NaN,V017,false,01.12.2020,9194,NaN,NaN,BRL,Verif.estática,80522.64,0,0,29310.61,60320,30272,NaN
5ff46a67c5f47351ce3fd318,6642347,CB+,HEINZ BRASIL S A,10207409.76,V021,5228,05.01.2021,5228,63.8,16000000,BRL,Part.mais ant.,861033,0,0,9346376.76,96843.02,119752.13,861033
5ff46eb0c5f47351ce4582e5,6642146,4,HEVI EMBALAGENS DA AMAZONIA,3727577.65,V017,50745,04.01.2021,50745,93.19,4000000,BRL,Verif.estática,321735.26,0,0,3405842.39,3083.9,3083.9,321735.26
5ff46f6ac5f47351ce46e8df,6619417,4,COOPERATIVA CENTRAL AURORA ALIMENTO,19407202.85,V020,8527,07.12.2020,36750,97.04,20000000,BRL,Verif.estática,6691407.49,0,0,12715795.36,415680,341040,6691407.49
5ff46f94c5f47351ce471e9e,6641876,2,CALOI NORTE S.A.,1735084.34,V351,10954,04.01.2021,10954,57.84,3000000,BRL,Part.mais ant.,186765.26,0,0,1548319.08,6739.08,6739.08,186765.26
5ff4733ac5f47351ce4bcc3f,1330156,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2250095.28,V325,66282,10.11.2020,66282,54.22,4150000,BRL,Verif.estática,1708925.74,0,0,541169.54,132983.37,173785.09,1708925.74
5ff4746cc5f47351ce4dce9a,1331129,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2423880.37,V325,66282,18.11.2020,66282,58.41,4150000,BRL,Verif.estática,1882710.83,0,0,541169.54,131185.95,171436.18,1882710.83
5ff474bcc5f47351ce4eb2be,6630556,2,COOERATIVA AGROPECUARIA DE IBIUNA -,1572.84,V230,79761,18.12.2020,79761,0,0,BRL,Verif.estática,0,0,0,1572.84,4814.22,6751.65,0
5ff47737c5f47351ce51e047,6628032,CA-,SAMSUNG ELETRONICA DA AMAZONIA LTDA,5459530.03,V256,12234,16.12.2020,12234,36.89,14800000,BRL,Part.mais ant.,2662476.96,0,0,2797053.07,189720,189720,2662476.96
5ff47cb3c5f47351ce57d775,56589576,F4,VIP IND COM CAIXAS PAPEL.OND LTDA,485902.16,V027,41138,27.10.2020,41138,97.18,500000,BRL,Verif.estática,110325.02,125492.63,0,501069.77,92739.25,110654.79,110325.02
5ff48089c5f47351ce5b56db,6642412,4,LG ELETRONICS DO BRASIL LTDA,15890465.55,V567,59564,05.01.2021,59564,66.21,24000000,BRL,Part.mais ant.,4706894.23,0,0,11165830.52,2106,2106,4724635.03
5ff480eac5f47351ce5b7a68,6642399,CB+,QUIMICA AMPARO LTDA,29808466.76,V017,19790,05.01.2021,19790,46.58,64000000,BRL,Part.mais ant.,16293504.69,0,0,13514962.07,869476.66,1219388.04,16293504.69
5ff49a75c5f47351ce7b02b5,1331132,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,18.11.2020,66377,62.54,4150000,BRL,Verif.estática,2054147.01,0,0,541169.54,131316.6,171606.92,2054147.01
5ff4a1b6c5f47351ce82bceb,1331133,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,18.11.2020,75980,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,131466.76,171803.16,2054147.01
5ff4a2bdc5f47351ce841acb,6642422,2,WHIRLPOOL ELETRODOMESTICOS AM SA,1261083.1,V021,57922,05.01.2021,57922,84.07,1500000,BRL,Part.mais ant.,205725.49,0,0,1055357.61,6184.13,6184.13,205725.49
5ff4a35ac5f47351ce8574e6,1331134,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,18.11.2020,66282,62.54,4150000,BRL,Verif.estática,2054147.01,0,0,541169.54,132983.37,173785.09,2054147.01
5ff4a439c5f47351ce85ec8d,1331136,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,18.11.2020,66282,62.54,4150000,BRL,Verif.estática,2054147.01,0,0,541169.54,131185.95,171436.18,2054147.01
5ff4a4c0c5f47351ce864c69,1335119,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66377,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,131316.6,171606.92,2054147.01
5ff4a566c5f47351ce87003c,1335171,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66377,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,131316.6,171606.92,2054147.01
5ff4a5dac5f47351ce87ee77,1335175,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66377,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,61693.53,80622.22,2054147.01
5ff4a63dc5f47351ce883e6c,1335184,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66282,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,63600.74,83114.61,2054147.01
5ff4a794c5f47351ce893d7b,1335191,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66282,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,62741.1,81991.21,2054147.01
5ff4a8afc5f47351ce8abc37,1335189,2,CRH SUDESTE INDUSTRIA DE CIMENTOS S,2595316.55,V325,66282,22.12.2020,66282,62.54,4150000,BRL,Data cliente,2054147.01,0,0,541169.54,62741.1,81991.21,2054147.01
5ff4aa18c5f47351ce8bf0c1,6642462,2,CLIMAZON INDUSTRIAL LTDA.,3796978.2,V021,58678,05.01.2021,58678,75.94,5000000,BRL,Part.mais ant.,681221.61,0,0,3115756.59,2786.97,2786.97,681221.61
5ff4b6cec5f47351ce9a4fc5,1335973,CB-,SEPAC -SERRADOS E PASTA DE CELULOSE,16854410.86,V548,62117,29.12.2020,62117,73.28,23000000,BRL,Verif.estática,600673.82,0,0,16253737.04,5959696.35,6772428.39,600673.82
5ff4ba1dc5f47351ce9e0130,6605189,4,GRUPO TOTAL BRASIL INDUSTRIA,1955538.52,V117,61064,20.11.2020,61064,78.22,2500000,BRL,Verif.estática,675705.71,0,0,1279832.81,5802.58,8137.77,675705.71
5ff4bca6c5f47351cea0b15b,6633708,4,TBM - TEXTIL BEZERRA DE MENEZES S/A,601125.31,V009,12389,22.12.2020,81742,48.09,1250000,BRL,Part.mais ant.,30522.87,0,0,570602.44,38668.82,47816.29,30522.87
5ff4c07ec5f47351cea46ab6,6629899,2,ROBERTO KIOTAKA TSURU E OUTRO,0,V308,47183,18.12.2020,47183,0,300000,BRL,Reserva,0,0,0,0,186376,261380.96,0
5ff4c135c5f47351cea525bc,6554982,CB+,3M MANAUS IND DE PROD QUIM LTDA.,2447729.68,V027,4807,15.09.2020,69175,61.19,4000000,BRL,Verif.estática,1451512.95,7225.72,0,1003442.45,11853,11853,1451512.95
5ff4c246c5f47351cea623da,6630379,3,OSAMU YABUTA E OUTROS,588639.3,V308,83078,18.12.2020,83078,49.05,1200000,BRL,Reserva,340770.34,0,0,247868.96,36648.32,44693.07,340770.34
5ff4c2d5c5f47351cea64c47,6596063,CB+,3M MANAUS IND DE PROD QUIM LTDA.,2443466.61,V027,4807,07.11.2020,69175,61.09,4000000,BRL,Part.mais ant.,1464551.25,7225.72,0,986141.08,44849,44849,1464551.25
5ff4c33cc5f47351cea73808,6556546,CB+,3M MANAUS IND DE PROD QUIM LTDA.,2443466.61,V027,4807,16.09.2020,69175,61.09,4000000,BRL,Verif.estática,1464551.25,7225.72,0,986141.08,3955.2,3955.2,1464551.25
5ff4c419c5f47351cea83e02,6625429,CB-,ENVISION INDUSTRIA DE PRODUTOS,2118062.55,FM60,55029,14.12.2020,55029,75.65,2800000,BRL,Part.mais ant.,515296.15,0,0,1602766.4,93184,93184,515296.15
5ff4c7dbc5f47351ceab13f4,6623554,CB+,3M DO BRASIL LTDA,2447817.33,V027,4807,10.12.2020,69170,61.2,4000000,BRL,Verif.estática,1468901.97,7225.72,0,986141.08,7896.6,11074.5,1468901.97
5ff4c9abc5f47351ceacad9c,56590414,F4,INTERNATIONAL PAPER DO BRASIL LTDA,13470002.17,V010,63021,02.01.2021,44468,153.07,8800000,BRL,Verif.estática,30587.79,0,0,13439414.38,10429.12,14626.21,30587.79
5ff4ca0ac5f47351ceacdafb,56590418,F4,INTERNATIONAL PAPER DO BRASIL LTDA,13470002.17,V017,63021,04.01.2021,44468,153.07,8800000,BRL,Verif.estática,30587.79,0,0,13439414.38,3223.04,4520.11,30587.79
5ff4cb98c5f47351ceaefb89,6581641,3,INBRAPE TECIDOS INDUSTRIAIS LT,122153.66,V057,40193,16.10.2020,40193,81.44,150000,BRL,Verif.estática,29950.14,0,0,92203.52,52488.2,49139.5,29950.14
5ff4cbe6c5f47351ceaf14c0,6642364,4,BRASILPACK EMBALAGENS DE PAPELAO,389249.19,V017,83112,05.01.2021,83112,125.56,310000,BRL,Verif.estática,75250.73,0,0,313998.46,11298.96,14468.18,75250.73
5ff4cc77c5f47351ceafa4ac,6642624,2,CLIMAZON INDUSTRIAL LTDA.,3843260.25,V021,58678,05.01.2021,58678,76.87,5000000,BRL,Part.mais ant.,727503.66,0,0,3115756.59,3205.99,3205.99,727503.66
5ff4d06bc5f47351ceb4682d,6634331,2,ARCHOTE INDUSTRIA QUIMICA LTDA,295652.31,V095,83109,22.12.2020,83109,999.99,0,BRL,Reserva,97431.71,0,0,198220.6,56867.58,69350.7,97431.71
5ff4f5cdc5f47351cedf37d4,6554983,CB+,3M MANAUS IND DE PROD QUIM LTDA.,2531365.08,V027,4807,15.09.2020,69175,63.28,4000000,BRL,Verif.estática,1552449.72,7225.72,0,986141.08,8100,8100,1552449.72
5ff4f709c5f47351cee022ce,6578669,CB-,CAMIL ALIMENTOS SA,1683846.4,V010,53060,13.10.2020,61906,84.19,2000000,BRL,Verif.estática,1118184.78,0,0,565661.62,93056.62,99270.82,1118184.78
5ff500d6c5f47351cee93d66,6642748,4,GREE ELECTRIC APPLIA DO BRASIL LTDA,1794394.31,V291,66524,05.01.2021,66524,89.72,2000000,BRL,Part.mais ant.,1446280.74,0,0,348113.57,14955.19,14955.19,1446280.74
5ff53d55c5f47351ce2b61e1,6627358,4,OUROLAC INDUSTRIA DE ALIMENTOS S/A,3292960.65,V117,45858,16.12.2020,45858,219.53,1500000,BRL,Reserva,2187038.64,0,0,1105922.01,146084.1,180641.62,2187038.64
5ff5a1a2c5f47351ce9991b1,6641183,RA,CITEL - COM. E  IND. TEXTIL,0,V001,68047,02.01.2021,68047,0,0,BRL,Verif.estática,16160.95,16160.95,0,0,12366.64,16160.95,16160.95
5ff5a408c5f47351ce9cc03b,6642083,false,RAVIBRAS EMBALAGENS DA AMAZONIA,425686.61,V001,61054,04.01.2021,61054,999.99,0,BRL,Verif.estática,277927.1,7182.75,0,154942.26,99270.6,99270.6,277927.1
5ff5a864c5f47351cea2ad82,1336464,2,IFF ESSENCIAS E FRAGRANCIAS LTDA,650657.78,V019,50485,05.01.2021,50485,81.33,800000,BRL,Part.mais ant.,335928.67,0,0,314729.11,18494.75,24169.27,335928.67
5ff5a9f8c5f47351cea51f80,6642353,CB+,AMCOR EMBALAGENS DA AMAZONIA,3308561.22,V017,55321,05.01.2021,54751,73.52,4500000,BRL,Verif.estática,1317863.86,0,0,1990697.36,29017.42,29017.42,1317863.86
5ff5aa82c5f47351cea59f45,6604267,3,GREENYARD FRESH BRAZIL LTDA,182882.11,V029,27507,19.11.2020,27507,29.86,612500,BRL,Verif.estática,91400.18,0,0,91481.93,53314.8,53314.8,91400.18
5ff5acb6c5f47351cea8ac2a,6619523,2,ELIZABETH PORCELANATO LTDA,536673.02,V010,59984,08.12.2020,18264,107.33,500000,BRL,Verif.estática,293700.98,159489.75,0,402461.79,54641.66,71406.72,293700.98
5ff5b393c5f47351ceb1af78,6642891,2,CLIMAZON INDUSTRIAL LTDA.,3834364.61,V021,58678,06.01.2021,58678,76.69,5000000,BRL,Part.mais ant.,714662.32,0,0,3119702.29,1417.68,1417.68,714662.32
5ff5ba3dc5f47351ceb96fcc,6613886,4,VIBRA AGROINDUSTRIAL S/A,2395074.2,V117,33872,02.12.2020,53872,95.8,2500000,BRL,Verif.estática,940782.06,0,0,1454292.14,59658.68,59658.68,940782.06
5ff5ba83c5f47351ceba5497,1335241,4,POLIMIX CONCRETO LTDA,3943836.73,V010,66332,23.12.2020,66330,65.73,6000000,BRL,Verif.estática,2457361.45,0,0,1486475.28,112120.77,146521.47,2457361.45
5ff5bbb6c5f47351cebaf9c4,1335242,4,POLIMIX CONCRETO LTDA,4090358.2,V010,66332,23.12.2020,66330,68.17,6000000,BRL,Verif.estática,2603882.92,0,0,1486475.28,112120.77,146521.47,2603882.92
5ff5bd34c5f47351cebd0f6a,1335244,4,POLIMIX CONCRETO LTDA,4236879.67,V010,66332,23.12.2020,66330,70.61,6000000,BRL,Verif.estática,2750404.39,0,0,1486475.28,112120.77,146521.47,2750404.39
5ff5bea6c5f47351cebe5522,6642970,2,ZALTANA INDUSTRIA E,224563.84,V098,77135,06.01.2021,77135,320.81,70000,BRL,Verif.estática,163640.58,0,0,60923.26,9279.74,10545.16,163640.58
5ff5c668c5f47351cec6899d,6642781,4,HEVI EMBALAGENS DA AMAZONIA,4161666.64,V017,50745,05.01.2021,50745,104.04,4000000,BRL,Verif.estática,818960.42,0,0,3342706.22,3136.44,3136.44,818960.42
5ff5cfb4c5f47351ced0ca65,6642786,4,HEVI EMBALAGENS DA AMAZONIA,4161666.64,V017,50745,05.01.2021,50745,104.04,4000000,BRL,Verif.estática,818960.42,0,0,3342706.22,5598.74,5598.74,818960.42
5ff5d00ac5f47351ced0ef72,6642783,4,HEVI EMBALAGENS DA AMAZONIA,4161666.64,V017,50745,05.01.2021,50745,104.04,4000000,BRL,Verif.estática,818960.42,0,0,3342706.22,957.3,957.3,818960.42
5ff5d03cc5f47351ced0ff3e,6642788,4,HEVI EMBALAGENS DA AMAZONIA,4161666.64,V017,50745,05.01.2021,50745,104.04,4000000,BRL,Verif.estática,818960.42,0,0,3342706.22,1052.83,1052.83,818960.42
5ff5d272c5f47351ced38f60,1311415,4,SUPERMASSA DO BRASIL LIMITADA - EPP,779855.12,V102,67061,18.06.2020,67061,62.39,1250000,BRL,Verif.estática,697636.71,0,0,82218.41,184426.73,258647.24,697636.71
5ff5e13ac5f47351cee62dff,6643080,CB-,ENVISION INDUSTRIA DE PRODUTOS,2120326.36,FM60,55029,06.01.2021,55029,75.73,2800000,BRL,Part.mais ant.,517559.96,0,0,1602766.4,33277.23,33277.23,517559.96
